Date - Intl. format or prompt,Text,Link(s) - Separated by comma for FB carousels,Media URL(s) - Separated by comma,"Title - For the video, pin, PDF ..",Label(s) - Separated by comma,Alt text(s) - Separated by ||,Comment(s) - Separated by ||,"Pin board, FB album, or Google category","Post subtype - I.e. story, reel, PDF ..",CTA - For Facebook links or Google,"Reminder - For stories, reels, shorts, and TikToks"
,"ok",,"https://raw.githubusercontent.com/gatikok28-glitch/twitter-content/main/images/ae4da6d4-7fd7-4f82-b303-b1905b0bf5c0.png",,,,,,,,,
,"One more",,"https://raw.githubusercontent.com/gatikok28-glitch/twitter-content/main/images/e855d7ed-6983-4790-a152-7b2ee3759938.png",,,,,,,,,
